,CompanyName,number_of_permits_applied_for,PlanReviewAverageDays
443,Hidalgo Construction Group LLC,39.0,133.23076923076923
444,USA SANITATION SERVICES INC,39.0,2.641025641025641
445,NODAL CONSTRUCTION & ELECTRIC ASSOCIATES INC,39.0,136.30769230769232
446,COOL SOLUTION SERVICES INC,39.0,7.461538461538462
447,PARADISE EXTERIORS LLC,39.0,21.897435897435898
448,Sigma Builders LLC,39.0,231.46153846153845
449,THREE COUNTY CONSTRUCTION INC.,39.0,250.64102564102564
450,KONSTRUCTICA LLC,39.0,26.897435897435898
451,Mikes Electrical Corp,39.0,164.46153846153845
452,JUNEAU CONSTRUCTION COMPANY LLC,39.0,139.02564102564102
453,M & V ROOFING SERVICES CORP,38.0,24.473684210526315
454,AMERICAN BUILDERS MASTERS CORP,38.0,337.7105263157895
455,F JIMENEZ ELECTRICAL CONTRACTOR INC,38.0,111.42105263157895
456,Outlook International Electric,38.0,145.39473684210526
457,Rudge Wood Flooring Inc,38.0,73.94736842105263
458,YERBILLA SERVICES INC,38.0,396.5
459,SOBE CONTRUCTION CORP,38.0,114.42105263157895
460,ARC Electrical Corporation,38.0,191.97368421052633
461,ECCS FLORIDA  LLC,38.0,161.21052631578948
462,Artesian Pool Construction Inc,38.0,119.92105263157895
463,CDC BUILDERS  INC,38.0,163.57894736842104
464,AD Electrical Services Inc.,37.0,119.75675675675676
465,SPRINGER ROOFING LLC,37.0,24.054054054054053
466,L.S. CURTIS INC,37.0,145.78378378378378
467,RUIZ CONSTRUCTION INCORPORATED,37.0,461.3243243243243
468,Epic Fire Systems Corp.,37.0,20.216216216216218
469,A Green Contractors Corp,37.0,41.16216216216216
470,AUTANA ENTERPRISES INC,37.0,71.54054054054055
471,KEVIN F. HATTON ELECTRIC  INC.,37.0,93.37837837837837
472,FOSTER & SON ELECTRICAL CONTRACTORS INC.,37.0,102.43243243243244
473,JEMKO DEVELOPMENT CORP.,37.0,237.51351351351352
474,PEAL DEVELOPMENT GROUP  INC,37.0,131.24324324324326
475,JNN CONTRACTORS INC,37.0,17.83783783783784
476,SHEAR CONSTRUCTION & MANAGEMENT LLC,37.0,139.35135135135135
477,Results Air Services Corp,37.0,412.9189189189189
478,Jr Construction & Consultant Inc.,37.0,206.48648648648648
479,R & E PLUMBING SERVICE CORP,37.0,267.1621621621622
480,YORK ELECTRICAL CONTRACTOR CORP,37.0,255.3783783783784
481,DON BAILEY CARPETS  INC,37.0,16.513513513513512
482,TASCO PLUMBING & MECHANICAL SERVICES  LLC DBA TASCO ELECTRICAL CONTRACTORS  LLC,36.0,208.13888888888889
483,DEERE INDUSTRIES LLC,36.0,296.77777777777777
484,Ikon Builders,36.0,356.27777777777777
485,DEMOLITION SERVICES  INC,36.0,99.38888888888889
486,THE G. STEEL GROUP  LLC,36.0,284.77777777777777
487,R & Y Electrical Corp,36.0,132.27777777777777
488,JAXI BUILDERS INC,36.0,66.36111111111111
489,DOCTORS PLUMBING INC.,36.0,397.52777777777777
490,METPLANET ELECTRICAL CONTRACTOR INC,36.0,150.08333333333334
491,YAGAR Construction Inc.,36.0,214.55555555555554
492,Jireh Roofing Services Inc.,36.0,35.52777777777778
493,BAY PLUMBING COMPANY,36.0,96.44444444444444
494,FLORIDA ROOFTECH CORP ROOFING DONE RIGHT GUARANTEED,36.0,22.916666666666668
495,Roofing by Royale INC,36.0,28.72222222222222
496,Y & M Plumbing Inc.,36.0,369.25
497,AIR SYSTEM SERVICE INC,36.0,733.8055555555555
498,Tuttles Pool Company Inc,36.0,121.02777777777777
499,Victory E & I Roofing and Construction LLC,36.0,23.0
500,AMKE Construction Corp,36.0,189.55555555555554
501,HARBOUR CONSTRUCTION INC.,35.0,214.0857142857143
502,AKO PLUMBING,35.0,482.0
503,DONATE ELECTRICAL SEVICES INC,35.0,135.62857142857143
504,Northwest Plumbing Inc,35.0,153.05714285714285
505,LARRABEE AIR CONDITIONING INC dba KAR & LARRABEE MECHANICAL,35.0,295.8
506,OMBS SECURITY SYSTEM LLC,35.0,48.77142857142857
507,Absolute Fire Protection Services  INC.,35.0,54.31428571428572
508,DECONEX INC,35.0,165.17142857142858
509,Cherry Roofing Enterprises Inc.,35.0,24.17142857142857
510,PC Plumbing Group Inc.,35.0,135.74285714285713
511,DRAAM CONSTRUCTION INC,35.0,170.14285714285714
512,BREIG ELECTRIC AND CONSULTANTS INC,35.0,120.62857142857143
513,MIAMI RESTAURANT REPAIRS  INC,35.0,93.82857142857142
514,MTM Glass Concepts  Inc.,35.0,47.05714285714286
515,Melo Contractors Corp.,35.0,299.45714285714286
516,Turner Construction Co,35.0,107.11428571428571
517,Palmanova USA Corporation dba/VERTICAL MANAGEMENT VIP,35.0,90.91428571428571
518,Blanco Design Build Inc dba Blanco Design + Build LLC,35.0,97.74285714285715
519,GRAY DOLPHIN POOLS & CONSTRUCTION INC,35.0,123.45714285714286
520,EVENTSTAR STRUCTURES CORP,35.0,21.542857142857144
521,CARIBBEAN FIRE & ASSOC INC,35.0,26.914285714285715
522,MODERN DESIGN MIAMI CORP,35.0,37.68571428571428
523,Delant Construction Co,34.0,354.02941176470586
524,J & G Carpentry Inc.,34.0,16.294117647058822
525,SHUTTERS DEPOT LLC.,34.0,15.352941176470589
526,Rubio Construction Consulting  INC.,34.0,141.35294117647058
527,Firematic Sprinklers Inc.,34.0,64.76470588235294
528,WM CONSTRUCTION GROUP INC,34.0,235.38235294117646
529,ARRAS AIR CONDITIONING,34.0,195.0
530,RAUSA BUILDERS CORP.,34.0,101.91176470588235
531,D & D PLUMBING CORP,34.0,229.94117647058823
532,ALL COUNTIES PLUMBING INC,34.0,150.14705882352942
533,Elite Electric Inc,34.0,141.64705882352942
534,Kebos Electrical Unlimited Inc.,34.0,122.94117647058823
535,J. AMOR SIGN LLC,34.0,112.52941176470588
536,DST SECURITY  LLC.,34.0,20.41176470588235
537,DM ROOFING COMPANY INC,34.0,43.6764705882353
538,NOCELLA CONTRACTING LLC,34.0,44.1764705882353
539,A SUNNY PLUMBING COMPANY,34.0,271.3529411764706
540,THE HUNTER AIR CONDITIONING CONTRACTOR INC.,34.0,496.79411764705884
541,SOUTHERN COAST ELECTRICAL SERVICES INC,34.0,17.647058823529413
542,FLOPROS SERVICE CORP.,34.0,280.97058823529414
543,A 1 PROPERTY SERVICES GROUP INC,33.0,31.515151515151516
544,OXFORD UNIVERSAL CORP,33.0,222.54545454545453
545,MARINO CONSTRUCTION ENGINEERING INC,33.0,307.72727272727275
546,Tusk Roofing LLC,33.0,30.757575757575758
547,GABLES AIR CONDITIONING CORP,33.0,278.3939393939394
548,CMR Construction LLC,33.0,71.84848484848484
549,UNIVERSAL AIR CONDITIONING CORP,33.0,431.06060606060606
550,ORACLE ELEVATOR COMPANY,33.0,26.575757575757574
551,MV ELECTRICAL SERVICES INC,33.0,224.66666666666666
552,V & V Plumbing INC,33.0,396.030303030303
553,WINGLOAD ELECTRIC CONTRACTOR CORP,33.0,204.6969696969697
554,SIGNATURE IMPACT WINDOWS & DOORS LLC,33.0,44.06060606060606
555,Brouss Elevators Inc,33.0,45.42424242424242
556,Elite Gas Contractor Inc.,33.0,360.27272727272725
557,Hood Depot International Inc,33.0,60.27272727272727
558,MAX ELECTRIC CORP,33.0,304.3939393939394
559,Titan Solar Power FL  Inc,33.0,59.15151515151515
560,VISTA CONSTRUCTION SERVICES INC,33.0,23.363636363636363
561,TROPIC AIR CONDITIONING/DBA TROPIC MECHANICAL CONTRACTORS/DBA,32.0,307.0625
562,ARRIVED ELECTRIC INC,32.0,414.59375
563,Edfalconstruction LLC,32.0,89.53125
564,POWERLINE ELECTRIC CO.,32.0,82.375
565,Only Electric Company Inc.,32.0,233.375
566,SUNCOAST ELEVATOR SOLUTIONS  INC,32.0,26.84375
567,First Florida Wynwood  LLC,32.0,191.46875
568,ELTEC CONSTRUCTION & INVESTMENT LIQUIDATION GROUP INC,32.0,263.90625
569,CITY ENGINEERING CONTRACTORS INC,32.0,272.9375
570,Elekron Electric Inc.,32.0,12.40625
571,XPERT ROOFING OF SOUTH FLORIDA CORP,32.0,31.96875
572,ANOUVILLE CONSULTING AND CONSTRUCTION LLC,32.0,224.375
573,YSL GRAPHICS LLC,32.0,339.5
574,RQ ELECTRICAL INC,32.0,113.9375
575,Florida Power House Inc.,32.0,140.09375
576,Lineaire Design LLC,32.0,5.625
577,EASTERN SIGNS LLC,32.0,121.5625
578,NEW SERVICE COMPANY,32.0,268.25
579,Central Comfort Air Conditioning Corp,32.0,4.625
580,United Construction Engineering Inc.,32.0,26.4375
581,SIGNALITE INC,32.0,32.5625
582,SCALTEC USA CORP.,32.0,124.40625
583,INSPIRED TECHNOLOGIES INC DBA INSPIRED TECHNOLOGIES OF NORTH FLORIDA  INC.,32.0,150.9375
584,EE Construction & Renovations Inc.,32.0,37.125
585,advance impact glass system inc,32.0,35.21875
586,Evans Roofing,32.0,23.125
587,Weathermakers Air Conditioning,32.0,286.4375
588,Soliman Structures Inc,32.0,145.375
589,S & G Service Intl  Corp.,32.0,65.34375
590,PHIXSER SOLUTIONS INC,32.0,165.15625
591,V & M CONSULTING INC,32.0,145.125
592,XL ELECTRIC CORP,32.0,112.84375
593,AURORA MECHANICAL CONTRACTORS INC,31.0,186.83870967741936
594,Estrada Roofing,31.0,17.322580645161292
595,Modern Coating System LLC,31.0,26.903225806451612
596,Oncall Electrical Contractors Inc.,31.0,128.5483870967742
597,Solutions Capital Group Inc DBA All Florida Construction & Roofing Co.,31.0,144.25806451612902
598,All American Roofing Inc,31.0,23.0
599,LC POWER INC,31.0,131.7741935483871
600,D.A.W. Electric Inc,31.0,150.83870967741936
601,PRACTICALITY INC,31.0,292.5483870967742
602,JAM ENGINEERING INC.,31.0,97.16129032258064
603,Integrated Electrical Services of Dade Inc,31.0,126.83870967741936
604,Alphatech Roof Corp,31.0,75.06451612903226
605,WINMAR CONSTRUCTION INC,31.0,160.6451612903226
606,DIMANY CONTRACTOR & FLOORING  INC.,31.0,285.7096774193548
607,RETOS SERVICES PLUS LLC,31.0,77.3225806451613
608,Cellucrete Corp.,31.0,55.774193548387096
609,Advance Gas & Generators Contractors LLC DBA Total Power & Gas Contractors,31.0,126.83870967741936
610,NCH Plumbing Inc.,31.0,288.61290322580646
611,CORPORATE SIGNS INC.,31.0,96.48387096774194
612,ART BUILD CONSTRUCTION LLC,31.0,231.7741935483871
613,EAST SUNRISE PLUMBING INC.,31.0,354.0967741935484
614,Cool Wind Corporation,31.0,637.5806451612904
615,IMAGES & CONCEPTS DEVELOPMENT INC,30.0,58.06666666666667
616,QUINTERO GENERAL CONTRACTOR CORP,30.0,69.16666666666667
617,AT QUALITY PLUMBING INC.,30.0,245.56666666666666
618,Swimming Pools of Florida Inc.,30.0,170.33333333333334
619,Contour Marine Inc,30.0,169.56666666666666
620,METRO ELECTRIC SERVICES AND CONSULTING INC,30.0,168.13333333333333
621,YML PORTABLE RESTROOMS LLC,30.0,13.333333333333334
622,ARQUIGREEN CORP,30.0,232.06666666666666
623,FLORIDA WINDOW & DOOR,30.0,32.3
624,Fastsigns 175201,30.0,97.13333333333334
625,Mocca Construction LLC,30.0,172.63333333333333
626,JAZZ PLUMBING INC,30.0,329.76666666666665
627,748 DEVELOPMENT dba DRYWALL MIAMI; RENOV; SHELL MIAMI; OH MY KITCHEN,30.0,340.1666666666667
628,H2 CONSTRUCTION LLC,30.0,79.2
629,Pinar Electric MD Inc.,30.0,171.13333333333333
630,Freemans Construction & Engineering Group Inc.,30.0,231.63333333333333
631,LIGHTGATE INC,30.0,73.23333333333333
632,EXCLUSIVE CONSTRUCTION & ROOFING GROUP,30.0,49.3
633,ICH BUILDERS LLC,30.0,285.8
634,Integrated Fire Solutions Inc.,30.0,28.3
635,Same & Q Electric Inc,30.0,218.6
636,A.T. ELECTRICAL CONTRACTORS INC,30.0,229.83333333333334
637,MARIN & MARIN CONSTRUCTION INC,30.0,284.93333333333334
638,One Stop Paving Inc.,30.0,86.6
639,CAMCON GROUP  LLC,30.0,316.2
640,NEWSOUTH WINDOW SOLUTIONS OF FORT LAUDERDALE LLC,30.0,25.533333333333335
641,Oscar Air Conditioning Inc,30.0,533.9
642,Palmer Holdings Inc.,30.0,221.96666666666667
643,M3 ROOFING & CONSTRUCTION LLC,30.0,21.166666666666668
644,ABAR Technology Group Corp.,30.0,85.93333333333334
645,WAYNE AUTOMATIC FIRE SPRINKLERS  INC.,30.0,27.033333333333335
646,Erick Construction Inc,29.0,25.17241379310345
647,COOLTRACE INTERNATIONAL CORP,29.0,184.41379310344828
648,METROPOLITAN AIR CONDITIONING INC,29.0,351.7931034482759
649,NJM Builders Inc.,29.0,207.17241379310346
650,SUFFOLK CONSTRUCTION COMPANY  INC,29.0,111.82758620689656
651,RJ Quality Plumbing Corporation,29.0,256.7931034482759
652,SPEEDY FIRE PROTECTION  INC.,29.0,18.275862068965516
653,MIAMI EMERGENCY PLUMBING,29.0,112.82758620689656
654,AYAN ELECTRICAL SERVICES INC,29.0,123.96551724137932
655,PISCES POOL & CONSTRUCTION CORP,29.0,72.48275862068965
656,Regency Pool & Spa of FL Inc.,29.0,120.27586206896552
657,GOLDEN SANDS GENERAL CONTRACTOR  INC,29.0,124.6896551724138
658,`INTERNATIONAL GENERAL CONTRACTORS,29.0,218.9655172413793
659,F & F ENGINEERING CONTRACTOR INC,29.0,169.93103448275863
660,POINCIANA DEVELOPMENT GROUP INC,29.0,216.0344827586207
661,G N S D UNLIMITED ROOF SERVICES CORP,29.0,29.310344827586206
662,DIVERSIFIED ELECTRICAL MASTER CORP,29.0,140.72413793103448
663,MASTER CONSTRUCTION OF SOUTH FLORIDA INC,29.0,51.58620689655172
664,Signsations Inc.,29.0,136.55172413793105
665,FLORIDA STATE SECURITY  INC.,29.0,33.58620689655172
666,Ocean Blue Contractors  INC.,29.0,44.241379310344826
667,HILL YORK SERVICE COMPANY  LLC,29.0,120.41379310344827
668,City Plumbing Group LLC,29.0,45.86206896551724
669,EXCEL PLUMBING SERVICES  INC,29.0,303.0344827586207
670,AUSTEN ELECTRIC INC,29.0,19.96551724137931
671,A B Remodeling Inc,29.0,49.0
672,Swebuild Construction LLC,29.0,94.65517241379311
673,GILCO HOMES INC.,28.0,235.39285714285714
674,RamTech Construction Inc,28.0,179.35714285714286
675,STANLEY CONVERGENT SECURITY SOLUTIONS INC,28.0,44.464285714285715
676,COASTAL ELEVATOR CONSULTANT AND COMMUNICATION SERVICES DBA COASTAL ELEVATOR SERVICES,28.0,12.642857142857142
677,SUNSHINE  STATE AIR CONDITIONING INC,28.0,346.10714285714283
678,Flooring Balcony Service Inc.,28.0,11.892857142857142
679,M & Y Electrical Inc,28.0,149.07142857142858
680,ALL GAS SERVICES  INC.,28.0,71.03571428571429
681,One Stop Construction Inc.,28.0,149.57142857142858
682,GLOBAL ELECTRIC SERVICES LLC.,28.0,178.67857142857142
683,EMC Systems Inc.,28.0,5.142857142857143
684,Ceepco Contracting LLC,28.0,87.46428571428571
685,Brophy Air Specialty Group LLC,28.0,113.17857142857143
686,NATECON  CORP,28.0,57.964285714285715
687,MCRT SOUTH FLORIDA CONSTRUCTION LLC,28.0,121.64285714285714
688,Quality Plus Construction,28.0,33.464285714285715
689,COOL FREEZE A/C,28.0,396.67857142857144
690,CH Construction Group Corp.,28.0,76.60714285714286
691,PARADISE AIR CONDITIONING CORP,28.0,561.6428571428571
692,Navarro Roofing Corp,28.0,22.285714285714285
693,Anrod Builders LLC,28.0,252.71428571428572
694,STAMBUL Construction LLC,28.0,208.92857142857142
695,G BRICKELL ELECTRIC  LLC.,28.0,146.67857142857142
696,MUSTANG ELECTRIC CORP,28.0,47.035714285714285
697,Corrys Tile Creations LLC,28.0,52.25
698,ALL FLORIDA FIRE PREVENTION  INC,28.0,76.82142857142857
699,SOLCO ENGINEERING LLC.,28.0,370.35714285714283
700,DEACO CENTRAL AIR CONDITIONING CORP,28.0,412.7142857142857
701,Island Fence of Dade,28.0,78.17857142857143
702,McGOWAN BUILDERS INC,28.0,135.21428571428572
703,Atlas Plumbing Inc.,28.0,536.6071428571429
704,ALBERTS AIRCONDITIONING CORP.,28.0,538.6071428571429
705,JORDA MECHANICAL CONTRACTOR,28.0,218.60714285714286
706,BIG G ROOFING & MORE INC,27.0,45.111111111111114
707,M I Electrical Inc.,27.0,136.1851851851852
708,DNA AIR CONDITIONING LLC,27.0,136.07407407407408
709,A & O PLUMBING,27.0,719.9629629629629
710,Living Water Plumbing Service Corp.,27.0,383.2962962962963
711,BEST AIR SOLUTION,27.0,368.55555555555554
712,MAXIMO ELECTRIC INC,27.0,187.44444444444446
713,CMG GENERAL CONTRACTORS INC,27.0,263.7037037037037
714,BUILDER LIFE LLC,27.0,64.37037037037037
715,SOUTH FLORIDA ELECTRICAL SERVICES,27.0,209.2962962962963
716,Kilby Electric Co.,27.0,110.4074074074074
717,TAFUR CONSTRUCTION CORP,27.0,138.22222222222223
718,CLIMAX ROOFING INC,27.0,31.85185185185185
719,MASTER PLUMBING GROUP INC,27.0,193.44444444444446
720,PEDREIRAS Inc.,27.0,365.14814814814815
721,Levy WJ Air Conditioning Services Inc,27.0,417.2962962962963
722,KINGS PLUMBING SERVICE INC.,27.0,263.55555555555554
723,JBC ELECTRIC CORP.,27.0,120.33333333333333
724,Champ Plumbing Corp,27.0,419.4074074074074
725,DIXIE LANDSCAPE CO.  INC.,27.0,165.88888888888889
726,THE BEC GROUP SERVICES INC,27.0,224.59259259259258
727,ECONOMY SIGN CORP.,27.0,124.74074074074075
728,CITY ROOFING INC,27.0,29.74074074074074
729,JC Plumbing Services Inc.,27.0,222.55555555555554
730,SOLUTION CONSTRUCTION  INC,27.0,214.77777777777777
731,Florida Standard Roofing Inc.,27.0,21.333333333333332
732,FREEZE AIR CORP,27.0,240.22222222222223
733,Vicon Electric Inc.,27.0,86.33333333333333
734,IMPACT DW CORPORATION,27.0,25.88888888888889
735,build pro construction inc.,27.0,154.77777777777777
736,PCL CONSTRUCTION  INC,27.0,176.25925925925927
737,COCONUT GROVE GLASS & MIRROR CORP,27.0,35.44444444444444
738,S.R. Horruitiner Roofing  Inc,27.0,19.666666666666668
739,Pacific Air Conditioning & Refrigeration Corp,27.0,38.2962962962963
740,VJS SERVICES GROUP INC,27.0,309.48148148148147
741,TRIUMPH AC & REFRIGERATION CORP.,27.0,135.77777777777777
742,Airstron,27.0,79.11111111111111
743,CDM Windows & Door Inc.,27.0,67.88888888888889
744,SHORE CONSTRUCTION INC,26.0,201.80769230769232
745,PRO ROOFING SYSTEMS LLC,26.0,57.38461538461539
746,Brinco Electrical Contractor Inc.,26.0,117.23076923076923
747,Allied Demolition Inc.,26.0,81.46153846153847
748,SANTOS AC MECHANICAL CONTRACTORS LLC,26.0,211.6153846153846
749,FIAT PLUMBING & GENERAL CONTRACTORS INC,26.0,276.11538461538464
750,Atlas Roofing INC.,26.0,46.26923076923077
751,TRITON WINDOW DISTRIBUTORS INC,26.0,11.846153846153847
752,BETANCO ELECTRICAL SERVICES  INC.,26.0,281.3076923076923
753,Denis Brothers Electric,26.0,219.84615384615384
754,RAMALEX ELECTRICAL CONTRACTOR  INC,26.0,28.692307692307693
755,MG Plumbing & Sprinkler Service,26.0,311.84615384615387
756,ALL STATE CONTRACTORS LLC,26.0,180.3846153846154
757,LA BUILDING CONSTRUCTION CORP,26.0,132.69230769230768
758,Construction & Consulting Contractors LLC,26.0,208.46153846153845
759,CMS International Group Corp.,26.0,48.07692307692308
760,Brickell Group Construction LLC,26.0,234.42307692307693
761,Miami Shores Plumbing,26.0,224.96153846153845
762,CONSTRUCTION UNLIMITED GROUP  INC.,26.0,34.57692307692308
763,QELECTRIC LLC,26.0,111.65384615384616
764,Ortega Construction Company,26.0,284.5
765,LUKE & SONS CONSTRUCTION INC,26.0,148.23076923076923
766,J Montaner Consultant LLC,26.0,158.34615384615384
767,Ubaldo Blanco GC Inc,26.0,60.73076923076923
768,Elite HVAC LLC DBA Solar Bear Service,26.0,46.30769230769231
769,EDCA CONTRACTORS INC,26.0,221.26923076923077
770,ATLANTIC WINDOWS & SHUTTERS INC,26.0,10.423076923076923
771,AA MAGIC PLUMBING INC,26.0,262.2692307692308
772,WIGINTON FIRE SYSTEMS,26.0,13.884615384615385
773,Optimum Contractors Inc.,26.0,58.80769230769231
774,Estrella Plumbing Contractors Inc,26.0,173.34615384615384
775,TRANSAMERICA CONSTRUCTION COMPANY,26.0,66.5
776,A SQUARED ROOFING INC.,26.0,31.192307692307693
777,Liberty Mission Critical Services LLC,26.0,137.5
778,SOUTH FLORIDA ELECTRICAL ENGINEERING INC,26.0,145.73076923076923
779,PRECIADOS GENERAL CONTRACTORS LLC,26.0,134.1153846153846
780,Ocean Coast Electrical Inc.,26.0,100.11538461538461
781,CANOPY ROOFING INC.,25.0,12.68
782,K & L Electrcial Service Corp.,25.0,230.84
783,Bunnell Foundation Inc.,25.0,159.04
784,THERMAL CONCEPTS INC,25.0,137.0
785,RBG/Carib Construction Corp,25.0,183.48
786,J.N.L. PLUMBING CORP,25.0,371.76
787,POWER TECHNOLOGY SERVICES,25.0,170.6
788,AVR CONTRACTORS CORP,25.0,333.96
789,CP Construction & Investment LLC,25.0,34.56
790,FORTUNE CONSTRUCTION LLC,25.0,174.6
791,Biscayne Construction Company Inc. DBA Biscayne Roofing and Waterproofing Systems,25.0,66.92
792,Van Kirk & Sons Inc.,25.0,218.48
793,AIR CONDITIONING PROTECH CORP.,25.0,374.88
794,ADVANCED HOOD SYSTEMS LLC,25.0,90.6
795,DYD CONSTRUCTION CORP,25.0,248.88
796,G & A Contractors Inc,25.0,57.04
797,Residential Elevators Inc.,25.0,17.08
798,JJ ELECTRIC OF DORAL LLC,25.0,139.08
799,HCD GROUP CORP,25.0,108.44
800,Anchor Sign Inc.,25.0,62.68
801,RETRO ELEVATOR CORPORATION,25.0,10.24
802,BLUE BAR PLUMBING INC,25.0,257.16
803,SOROL GROUP INCORPORATED,25.0,201.52
804,El Magos Roofing Corp,25.0,33.52
805,XCLUSIVE ROOFING FLORIDA LLC,25.0,25.92
806,John Hall Electrical Contracting,25.0,91.32
807,HIGHGRADE ELECTRICAL OF FLORIDA LLC,25.0,157.92
808,PRZ CONSTRUCTION  INC,25.0,97.8
809,TISHMAN CORPORATION  INC,25.0,309.4
810,Universal Hood Tech,25.0,55.84
811,M & D Electrical Service Inc,25.0,133.52
812,PROTECTIVE SHUTTERS MANUFACTURING COMPANY  LLC,25.0,35.32
813,SM CONTRACTING   LLC,25.0,282.76
814,GARBAGEMAN (G7 HOLDINGS  INC),25.0,122.44
815,PMYY LEON CORPORATION INC,25.0,16.96
816,PANAMERICAN ENGINEERING CONTRACTORS  CORP,24.0,233.75
817,CUTTING EDGE INNOVATIVE REMODELING  LLC,24.0,170.54166666666666
818,YANMART CONSTRUCTION CORP,24.0,213.45833333333334
819,STATE GENERAL CONTRACTOR  INC.,24.0,52.125
820,John Bell Construction  Inc.,24.0,200.875
821,Best Plumbing Services Co,24.0,331.3333333333333
822,Caribbean Cooling Engineers Inc.,24.0,429.0416666666667
823,AA Electrical Contractor & Design Inc.,24.0,293.625
824,JULIO ELECTRIC CORP,24.0,78.25
825,SLAZAR CONSTRUCTION INC,24.0,86.08333333333333
826,BLUE MARLIN HOME SERVICES INC,24.0,65.33333333333333
827,F & H ESTIMATING INC,24.0,45.208333333333336
828,JONES SIGN CO.  INC.,24.0,103.25
829,Preferred Builders Group  INC.,24.0,197.375
830,Concurrent Group LLC,24.0,52.5
831,Magic Air AC Corp,24.0,193.875
832,VILARHOYNACK CONSTRUCTION COMPANY  LLC,24.0,167.16666666666666
833,SD & A Plumbing Solution,24.0,247.5
834,CHIN DIESEL INC,24.0,29.833333333333332
835,C D Signs Corporation,24.0,166.29166666666666
836,ROOF FOR LIFE OF FLORIDA INC,24.0,14.166666666666666
837,ROOF FOR LIFE  LLC,24.0,20.625
838,SAUL SIGNS INC. DO NOT USE THIS ONE,24.0,20.708333333333332
839,Miguel Insignares INC.,24.0,26.125
840,ELECTRIC FORCE INC.,24.0,129.04166666666666
841,Toledo Builders Inc.,24.0,35.583333333333336
842,DAFAM ROOFING LLC,24.0,20.625
843,C DAVIS ELECTRIC CO  INC,24.0,86.375
